LONG_SWORD,001,钢龙寒冰大剑,Daora's Tughril Beg
LONG_SWORD,003,吼剑火龙,Rathalos Shriekedge
LONG_SWORD,005,兵器蛮炎大剑·改,Lohenzahn+
LONG_SWORD,011,暴雪巨牙,Blizzard Biter
LONG_SWORD,015,轰大剑【大王虎】改,Tigrex Supreme Sword+
LONG_SWORD,024,破坏者大刀,Buster Blade
LONG_SWORD,025,巨力坏剑,Colossal Axeblade
LONG_SWORD,026,刚断剑深渊·改,Blade of Tartarus+
LONG_SWORD,027,斩骨大剑,Bone Slasher
LONG_SWORD,028,光龙颚剑·改,Wyvern Gnasher+
LONG_SWORD,030,毒妖大剑地狱变色龙·改,Datura Slasher+
LONG_SWORD,050,炎火忍大剑,Kamura Ninja Cleaver
LONG_SWORD,051,飓风大剑,Blower's Blade
LONG_SWORD,052,晓光大剑荣光,Dawnmoon Hopebeam
LONG_SWORD,053,真蛙式·伏身撞改,True Tetranadon Cutter+
LONG_SWORD,054,梦魇大剑人鱼出鞘·改,Nightmare Frilled Blade+
LONG_SWORD,055,祸名品【大幽鬼无道】,Mighty Soulquencher
LONG_SWORD,056,雪鬼兽！嗖嗖嗖嗖！,Abominable Frostblade
LONG_SWORD,057,神断·风云外天,Skysplit Hurricane
LONG_SWORD,058,神断·雷祸外天,Skysplit Thunderstorm
LONG_SWORD,059,钢剑,Steel Sword
LONG_SWORD,060,铬金天堂薙刀,Chrome Heaven
LONG_SWORD,061,亢龙牙剑,Great Wyvern Fang
LONG_SWORD,062,深红角龙之血,Blood Baph
LONG_SWORD,063,瞬间冷冻黑旗鱼大剑,Xiphias Gladius
LONG_SWORD,064,大毒断菌菇领主,Lordly Deathcap
LONG_SWORD,065,众猫之王,Cat's King
LONG_SWORD,066,白兔断雪夏洛特,Lagombi Decider
LONG_SWORD,067,阿瓦隆大剑,Avallo Blade
LONG_SWORD,068,暴雨水兽斩刃·改,Aquatic Cataclysm+
LONG_SWORD,069,土砂巨力,Barroth Smasher
LONG_SWORD,070,奇怪龙雷电巨剑·改,Khezu Shock Full+
LONG_SWORD,071,咬剑【大蛇头】,Snakesmaw
LONG_SWORD,072,高贵齐格琳德王后·改,High Sieglinde+
LONG_SWORD,074,无明大剑【苦谛】,Avidya Great Sword
LONG_SWORD,075,茜霞紫微两断剑·改,Akanesasu Divider+
LONG_SWORD,076,真·王牙大剑【一天】,Oppressor's Forger
LONG_SWORD,078,刚角剑角龙·改,Vendetta Hornsword+
LONG_SWORD,079,炎王灵刃,Teostra del Sol
LONG_SWORD,080,恐惧狮尾刀,Dreaded Shamshir
LONG_SWORD,081,大鬼金棒【温罗】,Great Demon Hot Rod
LONG_SWORD,083,梦蜃大剑蝾螺贝,Dreamdiver
LONG_SWORD,084,赤绝巨翼参宿星,Crimson Vastwing
LONG_SWORD,085,泥沼之鳞·改,Valtos Rapier+
LONG_SWORD,086,百龙大剑【大贤虎变】,Rampage Cleaver V
LONG_SWORD,087,忍伞【散龙】改,Dragondance Parasol+
LONG_SWORD,088,护村大剑·勇,Guardian Great Sword
LONG_SWORD,100,炎火杰大剑,Fine Kamura Cleaver
LONG_SWORD,101,辉剑火龙
LONG_SWORD,102,大钳剑,Great Pincer
LONG_SWORD,103,切割之刃,Killer's Scythe
LONG_SWORD,104,鬼神金棒【猿魔王】,Demonlord Goldrod
LONG_SWORD,105,七星大剑【天璇】
LONG_SWORD,106,自尊of灭亡,Verh?ngnisstolz
LONG_SWORD,107,THE起源,L'Origine
LONG_SWORD,108,叛断刀参宿七,Impudent Cheda
LONG_SWORD,109,霆剑电龙,Astalos Arcblade
LONG_SWORD,110,辟邪之剑【大紫蛱蝶】
LONG_SWORD,111,铠怨鬼大剑【怨无道】,Azure Blaze Great Sword
LONG_SWORD,112,极光雪剑雪人鱼,Flicker Blizzard Blade
LONG_SWORD,113,断头斩剑,Decapitator Schneiden
LONG_SWORD,114,冰镜圆月断,Vadel Frostedge
LONG_SWORD,115,巨块大剑癸干忒斯,Great Gorgigas
LONG_SWORD,116,冥渊大剑【劫火】,Abyssal Eruption
LONG_SWORD,117,蔷薇威力,Rosenkraft
LONG_SWORD,118,仙人掌技艺
LONG_SWORD,119,王国骑士大剑信念·改,Royal Order's Great Sword+
LONG_SWORD,120,远古机械·大剑,Antique Machina GS
LONG_SWORD,121,失落代码【阿斯卡隆】
LONG_SWORD,122,火龙玩偶,火龙玩偶
LONG_SWORD,123,起源or结局,起源or结局
LONG_SWORD,124,冰翼灵羽,冰翼灵羽
LONG_SWORD,125,凶剑【丛云】,凶剑【丛云】
LONG_SWORD,126,刻银断剑,刻银断剑
SHORT_SWORD,001,炎王德尔梅达利,Teostra's Medal
SHORT_SWORD,003,女王细剑·改,Empress Rapier+
SHORT_SWORD,006,追寻者蛮炎剑·改,Lohensieger+
SHORT_SWORD,010,轰剑【大虎眼】改,Great Tigrex Sword+
SHORT_SWORD,014,无明刃【道谛】,Avidya Edge
SHORT_SWORD,018,斗士之剑,Fighter Sword
SHORT_SWORD,019,成才重铁剑,Smithy's Pride
SHORT_SWORD,021,领袖反曲刀,Chief Kukri
SHORT_SWORD,022,神兽巴隆刀·改,Barong Kutot+
SHORT_SWORD,030,毒妖剑暑热变色龙·改,Datura Splitter+
SHORT_SWORD,050,炎火忍单刃,Kamura Ninja Sword
SHORT_SWORD,051,飓风大镰,Blower's Scythes
SHORT_SWORD,052,真蛙式·扫堂斩改,True Guard Breaker+
SHORT_SWORD,053,护法王·不动之天剑,Heavenly King's Sword
SHORT_SWORD,054,祸名品【大幽鬼无尽】,Tormented Shadekeeper
SHORT_SWORD,055,雪鬼兽！咻咻咻咻！,Chef's Ultimate Knife
SHORT_SWORD,056,神裂·风云无尽,Windchaser
SHORT_SWORD,057,神裂·雷祸无尽,Atomic Mind
SHORT_SWORD,058,千年冰封辉刃,Permafrost Edge
SHORT_SWORD,059,大师忍者刀,Ninja Master Sword
SHORT_SWORD,060,阿伽门农,Agamemnon
SHORT_SWORD,061,断骨战斧·改,Bonebreaker Tabar+
SHORT_SWORD,063,超级喵喵棒,Catlike Tread
SHORT_SWORD,064,猛突剑【野猪突进】,Cocky Comrades
SHORT_SWORD,065,斩杀壹式,Secta Unu
SHORT_SWORD,066,碧绿斩杀叁式,Secta Tre Green
SHORT_SWORD,067,铬黄斩杀叁式,Secta Tre Yellow
SHORT_SWORD,068,雪白斩杀叁式,Secta Tre White
SHORT_SWORD,069,深红斩杀叁式,Secta Tre Red
SHORT_SWORD,070,漆黑斩杀叁式,Secta Tre Black
SHORT_SWORD,071,沉眠幻梦境刀,Karmanight
SHORT_SWORD,072,精英短剑,Elite Dagger
SHORT_SWORD,073,卑鄙国君,Dirty Graf
SHORT_SWORD,074,水刻水兽之爪·改,Royal Waterclaw+
SHORT_SWORD,075,土砂削岩剑,Pneumatic Drillblade
SHORT_SWORD,076,受折磨奇怪龙薙刀·改,Dread Razor+
SHORT_SWORD,077,重嘴剑巨喙,Bruising Beak
SHORT_SWORD,078,极寒冰牙爪,Never Event
SHORT_SWORD,080,鲜红色天熏风扇·改,Kurenawi Kunpuu+
SHORT_SWORD,081,进化炎灵,Enspirited Ifrit
SHORT_SWORD,082,真·王牙剑【天赋】,Oppressor's Bounty
SHORT_SWORD,084,蛮人狰狞棒·改,Barbarian Terror+
SHORT_SWORD,085,钢龙精绝剑,Daora's Maelstrom
SHORT_SWORD,086,金兽棍【禁咒】,Cursed Rajang Club
SHORT_SWORD,087,赤绝连翼十字二,Gates of Heaven
SHORT_SWORD,088,梦蜃剑帘蛤贝,Dreamwaver
SHORT_SWORD,089,百龙剑【沧海桑田】,Rampage Sword V
SHORT_SWORD,091,护村铁剑·勇,Guardian Sword
SHORT_SWORD,100,炎火杰单刃,Fine Kamura Sword
SHORT_SWORD,101,疯狂玫瑰
