BOW,bow001,钢冰马弓/钢龙强弓/钢龙射手弓,
BOW,bow002,爆锤角弓,
BOW,bow003,爆锤震弓/重弓巨灵勇士/刚重弓巨人核心,
BOW,bow004,必灭一矢,
BOW,bow005,银蕨/冰凌银蕨·改,
BOW,bow006,飞雷弓【射手大蛇】/【羽羽矢】/万雷弓【羽羽矢】,
BOW,bow007,十字猎弓/巨型猎弓/新·猎弓/猎弓,
BOW,bow008,疾风角弓/角王弓疾风·改/刚角王弓狂风,
BOW,bow009,暴徒凶弓/恶棍之弓,
BOW,bow010,HARDUMMY,
BOW,bow011,飞毒弓朱岚·改/飞毒弓【红时雨】,
BOW,bow012,霜漂银蕨/迷雾冰川,
BOW,bow013,必灭一矢【烈】,
BOW,bow014,隐密长弓·改/暗夜弓【影缝】,
BOW,bow015,碎龙弓/爆弓沙皇之箭,
BOW,bow016,水螅·浮浪/暴君·浮浪,
BOW,bow017,三界双树－光明－,
BOW,bow018,业弓巨人,
BOW,bow019,王弓远雷改/王牙弓【稚雷】,
BOW,bow020,狱弓龙岩/狼牙弓【邪狱】,
BOW,bow021,雷弓【兽王】/雷弓【百兽王】,
BOW,bow022,雷公弓【大圣】,
BOW,bow023,碎光之闪箭,
BOW,bow024,赤龙穿心箭1
BOW,bow025,煌黑之强弓/煌黑弓神秘,
BOW,bow026,公会宫殿弧弓/宫廷翼弓【极星】,
BOW,bow027,高贵邪神,
BOW,bow028,苍世龙弓【天翔】/真·苍世龙弓【天翔】,
BOW,bow029,破坏歼灭之刚弓/断灭崩坏之刚烈弓,
BOW,bow030,赤龙穿心箭2
BOW,bs_bow001,铁弓/钢铁弓/合金弓/水流弓,
BOW,bs_bow001,灭尽龙大弓,op_bow001
BOW,bs_bow001,冥灯龙大弓改,op_bow003
BOW,bs_bow001,搔鸟弓,op_bow005
BOW,bs_bow001,优雅长弓,op_bow006
BOW,bs_bow001,公主弓矢,op_bow009
BOW,bs_bow001,疯狂弓,op_bow023
BOW,bs_bow001,蔷薇弓,op_bow027
BOW,bs_bow002,防卫队弓/激流射手/黑钢弓/龙穿弓,
BOW,bs_bow002,火龙强弓,op_bow004
BOW,bs_bow002,星空迅击弓,op_bow005
BOW,bs_bow002,轰龙弓,op_bow018
BOW,bs_bow002,银火龙烈弓,op_bow024
BOW,bs_bow002,劫难弧弓,op_bow025
BOW,bs_bow002,苍火龙刚弓,op_bow026
BOW,bs_bow002,舄湖射手,op_bow028
BOW,bs_bow003,(能量/勇气/睿智)猎弓/龙骨弓,
BOW,bs_bow003,尸套龙弓,op_bow002
BOW,bs_bow003,爆锤大弓,op_bow007
BOW,bs_bow003,花朵弓,op_bow008
BOW,bs_bow003,脉冲弓,op_bow010
BOW,bs_bow003,火炎弓,op_bow011
BOW,bs_bow003,斩龙弓,op_bow019
BOW,bs_bow003,罪罚弓,op_bow020
BOW,bs_bow004,曼陀罗弓,op_bow008
BOW,bs_bow004,蛮颚龙射手,op_bow011
BOW,bs_bow004,风色雷颚,op_bow013
BOW,bs_bow004,梦魇弓,op_bow014
BOW,bs_bow005,金色的弓·水/雷/爆破,
BOW,bs_bow005,金色的弓·尸套,op_bow002
BOW,bs_bow005,金色的弓·王,op_bow004
BOW,bs_bow005,金色的弓·搔,op_bow005
BOW,bs_bow005,金色的弓·风漂,op_bow006
BOW,bs_bow005,金色的弓·角,op_bow007
BOW,bs_bow005,金色的弓·毒妖,op_bow008
BOW,bs_bow005,金色的弓·女王,op_bow009
BOW,bs_bow005,金色的弓·飞雷,op_bow010
BOW,bs_bow005,金色的弓·蛮颚,op_bow011
BOW,bs_bow006,铠罗弓·水/雷/爆破/火,
BOW,bs_bow006,铠罗弓·尸套,op_bow002
BOW,bs_bow006,铠罗弓·王,op_bow004
BOW,bs_bow006,铠罗弓·搔,op_bow005
BOW,bs_bow006,铠罗弓·风漂,op_bow006
BOW,bs_bow006,铠罗弓·角,op_bow007
BOW,bs_bow006,铠罗弓·毒妖,op_bow008
BOW,bs_bow006,铠罗弓·女王,op_bow009
BOW,bs_bow006,铠罗弓·飞雷,op_bow010
BOW,bs_bow006,铠罗弓·蛮颚,op_bow011
BOW,bs_bow007,皇后弓·炎妃/魂焰龙弓·炎妃,
BOW,bs_bow007,皇后弓·灭尽/魂焰龙弓·灭尽,op_bow001
BOW,bs_bow007,皇后弓·冥灯/魂焰龙弓·冥灯,op_bow003
BOW,bs_bow008,巢穴射手,op_bow005
BOW,bs_bow008,冰尖暴风,op_bow017
BOW,bs_bow009,封龙古弓,
BOW,bs_bow009,曼陀罗骤雨,op_bow008
BOW,bs_bow009,蛮颚龙之火矢,op_bow011
BOW,bs_bow009,死灭矢尸弓,op_bow015
BOW,bs_bow009,巨牛大弓,op_bow021
BOW,bs_bow010,严冰雷击/冰妖艳射,
BOW,bs_bow011,皇金弓·尸套,op_bow002
BOW,bs_bow011,皇金弓·王,op_bow004
BOW,bs_bow011,皇金弓·风漂,op_bow006
BOW,bs_bow011,皇金弓·飞雷,op_bow010
BOW,bs_bow012,皇金弓·水/爆破,
CHARGE_AXE,bs_caxe001,调查团盾斧/铬铁守护者/冰结盾斧/黑钢盾斧,
CHARGE_AXE,bs_caxe001,泥流盾斧,op_caxe002
CHARGE_AXE,bs_caxe001,灭尽龙的挥击,op_caxe004
CHARGE_AXE,bs_caxe001,火龙盾斧,op_caxe008
CHARGE_AXE,bs_caxe001,冥灯龙盾斧改,op_caxe011
CHARGE_AXE,bs_caxe001,隐密守护者,op_caxe018
CHARGE_AXE,bs_caxe002,寒霜巨人/防卫队盾斧,
CHARGE_AXE,bs_caxe002,深沉泥鱼,op_caxe002
CHARGE_AXE,bs_caxe002,深沉霜雪,op_caxe013
CHARGE_AXE,bs_caxe003,(骨制/硬骨/强骨)兵装/龙骨盾斧,
CHARGE_AXE,bs_caxe003,脉冲兵装,op_caxe003
CHARGE_AXE,bs_caxe003,痹贼龙盾斧,op_caxe005
CHARGE_AXE,bs_caxe003,惨爪兵装,op_caxe006
CHARGE_AXE,bs_caxe003,爆锤盾墙,op_caxe009
CHARGE_AXE,bs_caxe003,岩贼龙盾,op_caxe010
CHARGE_AXE,bs_caxe003,轰龙兵装,op_caxe017
CHARGE_AXE,bs_caxe003,水蛇悠远,op_caxe020
CHARGE_AXE,bs_caxe003,劫难兵装,op_caxe022
CHARGE_AXE,bs_caxe004,贼龙兵装/贼龙盾斧,op_caxe001
CHARGE_AXE,bs_caxe004,飞雷龙之腕,op_caxe003
CHARGE_AXE,bs_caxe004,痹贼龙兵装,op_caxe005
CHARGE_AXE,bs_caxe004,尸套龙盾斧,op_caxe007
CHARGE_AXE,bs_caxe004,暴君铜盾,op_caxe009
CHARGE_AXE,bs_caxe004,岩贼龙盾斧,op_caxe010
CHARGE_AXE,bs_caxe004,朱赤毒之腕,op_caxe014
CHARGE_AXE,bs_caxe004,死灭障尸盾斧,op_caxe015
CHARGE_AXE,bs_caxe004,命运武力,op_caxe021
CHARGE_AXE,bs_caxe005,金色的盾斧·冰/雷/睡眠,
CHARGE_AXE,bs_caxe005,金色的盾斧·贼,op_caxe001
CHARGE_AXE,bs_caxe005,金色的盾斧·泥鱼,op_caxe002
CHARGE_AXE,bs_caxe005,金色的盾斧·飞雷,op_caxe003
CHARGE_AXE,bs_caxe005,金色的盾斧·痹贼,op_caxe005
CHARGE_AXE,bs_caxe005,金色的盾斧·惨爪,op_caxe006
CHARGE_AXE,bs_caxe005,金色的盾斧·尸套,op_caxe007
CHARGE_AXE,bs_caxe005,金色的盾斧·王,op_caxe008
CHARGE_AXE,bs_caxe005,金色的盾斧·角,op_caxe009
CHARGE_AXE,bs_caxe005,金色的盾斧·岩贼,op_caxe010
CHARGE_AXE,bs_caxe006,铠罗兵装·冰/雷/睡眠/水,
CHARGE_AXE,bs_caxe006,铠罗兵装·贼,op_caxe001
CHARGE_AXE,bs_caxe006,铠罗兵装·泥鱼,op_caxe002
CHARGE_AXE,bs_caxe006,铠罗兵装·飞雷,op_caxe003
CHARGE_AXE,bs_caxe006,铠罗兵装·痹贼,op_caxe005
CHARGE_AXE,bs_caxe006,铠罗兵装·惨爪,op_caxe006
CHARGE_AXE,bs_caxe006,铠罗兵装·尸套,op_caxe007
CHARGE_AXE,bs_caxe006,铠罗兵装·王,op_caxe008
CHARGE_AXE,bs_caxe006,铠罗兵装·角,op_caxe009
CHARGE_AXE,bs_caxe006,铠罗兵装·岩贼,op_caxe010
CHARGE_AXE,bs_caxe007,皇后武装·炎妃/魂焰盾斧·炎妃,
CHARGE_AXE,bs_caxe007,皇后武装·灭尽/魂焰盾斧·灭尽,op_caxe004
CHARGE_AXE,bs_caxe007,皇后武装·冥灯/魂焰盾斧·冥灯,op_caxe011
CHARGE_AXE,bs_caxe008,铬钢堡垒,
CHARGE_AXE,bs_caxe008,深沉风土,op_caxe002
CHARGE_AXE,bs_caxe009,狂野武力/封龙盾斧,
CHARGE_AXE,bs_caxe009,牙龙盾斧【荒噬】,op_caxe001
CHARGE_AXE,bs_caxe009,飞雷龙御灵,op_caxe003
CHARGE_AXE,bs_caxe009,蛇神震怒,op_caxe005
CHARGE_AXE,bs_caxe010,严冰守护者/冰臣壁垒,
CHARGE_AXE,bs_caxe011,皇金盾斧·飞雷,op_caxe003
CHARGE_AXE,bs_caxe011,皇金盾斧·痹贼,op_caxe005
CHARGE_AXE,bs_caxe011,皇金盾斧·尸套,op_caxe007
CHARGE_AXE,bs_caxe011,皇金盾斧·王,op_caxe008
CHARGE_AXE,bs_caxe011,皇金盾斧·岩贼,op_caxe010
CHARGE_AXE,bs_caxe012,皇金盾斧·冰/水,
CHARGE_AXE,caxe001,钢龙冰盾/钢龙幻梦/钢龙白日梦,
CHARGE_AXE,caxe002,焰火盾斧/雌火盾斧,
CHARGE_AXE,caxe003,炎斧蛇王/焰斧鹤王·改,
CHARGE_AXE,caxe004,坏灭之一束,
CHARGE_AXE,caxe005,憎恨的火炎/憎【忿恨】/憎恶【精神】,
CHARGE_AXE,caxe006,熔山龙盾斧/真·卷土重来熔山龙盾斧,
CHARGE_AXE,caxe007,樱火盾斧/火铠盾斧/艳炎盾斧/艳者盾斧,
CHARGE_AXE,caxe008,暴虐盾斧/德斯特涅塔,
CHARGE_AXE,caxe009,但丁的魔剑·改,
CHARGE_AXE,caxe010,冥府之炎/死怨【厌恨】,
CHARGE_AXE,caxe011,坏灭一束【裂】,
CHARGE_AXE,caxe012,纯白骑士·改/悍怒之狼,
CHARGE_AXE,caxe013,碎龙兵装/爆盾斧地堡之震,
CHARGE_AXE,caxe014,灼炎之索求者·改/斩龙合刃炽火,
CHARGE_AXE,caxe015,硫铁感应/窟垒硫斩合刃,
CHARGE_AXE,caxe016,业力不灭－阎王－,
CHARGE_AXE,caxe017,业盾赤婪,
CHARGE_AXE,caxe018,王盾斧雷纹·改/王牙盾斧【风雷】,
CHARGE_AXE,caxe019,狱盾斧龙拳/狼牙盾斧【呪狱】,
CHARGE_AXE,caxe020,月神金盾,
CHARGE_AXE,caxe021,业火斧狱雷,
CHARGE_AXE,caxe022,金刚盾斧/金刚盾斧雷霆,
CHARGE_AXE,caxe023,鬼神盾斧【夜叉】,
CHARGE_AXE,caxe024,碎光之盾斧,
